,0,1,2,3,4,5,6,7,8,9,10
0,384,0.10400923822750703,0.09605180587974127,0.10083752189673982,0.09729715842214903,0.09715998670499704,0.11218087704746522,0.08994730249483691,0.09509470645159916,0.09975720963201956,0.10766419324294504
1,1894,0.09445333000295733,0.10607105306128864,0.11034391919497452,0.13116320437461151,0.09415380012722334,0.07343519659486879,0.10332950791081183,0.10288764064255557,0.10283406124631653,0.08132828684439185
2,1596,0.0987109914818986,0.09773344612564352,0.0896562049995478,0.09991140851714256,0.10354391680344747,0.09738509739360432,0.10696617541612026,0.10542686959386502,0.09760275059363634,0.10306313907509417
3,1780,0.09629857416729956,0.11587138165453885,0.09120625831555973,0.09173019532128053,0.09544638725969452,0.11820120202335367,0.10687179272580263,0.08958678700303173,0.10502040030122303,0.08976702122821588
4,1732,0.10188854553715057,0.09962482430074532,0.10079265358157148,0.0989627515355994,0.10744964566991187,0.09913420309297102,0.09021753802387827,0.0955998962371471,0.10252135493865493,0.10380858708236992
5,1550,0.1045924677732841,0.09327225517883292,0.09715360461011996,0.09379862172707554,0.09756745034178786,0.1013518337506804,0.10185601418410277,0.09751164024636612,0.10068073461986117,0.11221537756788907
6,1202,0.09927206732570892,0.10483621412307302,0.08659072831320314,0.10977780657650348,0.10639245967580836,0.10464424207679518,0.08742558768144006,0.08942767069724501,0.10066256018763704,0.11097066334258564
7,1310,0.10446476849011346,0.1028928715308758,0.10228511889737303,0.10029248054879614,0.09749344471766624,0.0944673789471999,0.09495667591116116,0.0994936638511666,0.09970769709928257,0.1039459000063652
8,1670,0.10504180944444058,0.11804587633711977,0.08992352223117771,0.11446999770425904,0.09369849256374917,0.09421235447008884,0.10453952917972363,0.09402578388809428,0.0876786641185143,0.09836397006283266
9,1144,0.10559559654685936,0.10783122782323312,0.09881206648185008,0.09853765141381957,0.08981809007016367,0.10102425735629574,0.09792900389596526,0.09260015924625556,0.10453904806083156,0.10331289910472603
10,1344,0.10925373896364712,0.10066579488027533,0.0949993106941818,0.10386868518017063,0.0986920217895778,0.09445444783962458,0.09574548907009058,0.09944300695937937,0.1036883257418242,0.09918917888122858
11,266,0.11614659073048653,0.08748026251084319,0.11188539988092862,0.10132960137296566,0.09622079369416003,0.10320314742681808,0.08874071876800531,0.08842503523194234,0.10770434218095752,0.09886410820289246
12,1674,0.10488470811257143,0.10417627672102976,0.10151623708774156,0.09238958023511068,0.09493745324397287,0.10999237782542054,0.0971673972281064,0.09504601364371183,0.09725508555139692,0.10263487035093792
13,734,0.09540884091579163,0.1135156149345212,0.09837131062273574,0.10493001934831624,0.09557295154985586,0.09411113075079336,0.09327470920139436,0.0947391287748172,0.102939820765849,0.1071364731359254
14,4,0.09118844461161396,0.12664218254181556,0.08380980373222077,0.09537165350091033,0.096350711878775,0.08971869230538414,0.11262454728770327,0.09969724302540453,0.09017400783116143,0.11442271328501122
15,1044,0.07958687456369802,0.053348366540534584,0.20760836674942346,0.09311701766821864,0.09597556524903714,0.07517504005581667,0.09707059690967873,0.0921172095321374,0.14662042489017366,0.059380537841281576
16,406,0.08988259840294109,0.08455793257982157,0.12885011209518574,0.13069185967074815,0.08933542038724097,0.0880174637072396,0.08445063932864212,0.09223231018565554,0.12420055642716217,0.08778110721536286
17,888,0.1016799810637174,0.09805015016937832,0.08869241886554037,0.10326269137529168,0.10194534917816483,0.0959181930381606,0.10089927872061394,0.11277299760836068,0.09398142388660252,0.1027975160941696
18,874,0.014669670026786853,0.014670705440629872,0.019370870882199468,0.8599584152746172,0.016269018859476004,0.016010979811916386,0.014924766409388937,0.015703008576142683,0.013302623442013082,0.015119941276829476
19,120,0.11419948566635164,0.10674213927696473,0.09165723308777586,0.09743938765655967,0.10013029980052243,0.10227138349776993,0.09431355348777637,0.10299832429600918,0.09686006430231844,0.0933881289279516
20,1710,0.10166440608428216,0.09581606425762183,0.10529220702634404,0.09540447813638933,0.0979789560874455,0.09684044033571576,0.09511951744988714,0.10292740774293424,0.10271164736023866,0.10624487551914133
21,1688,0.09573561117487343,0.10224767852569776,0.10848152666119501,0.1084481596537137,0.0962471836409212,0.08942396440529345,0.09995767314696892,0.09749954424574833,0.1178360148984928,0.08412264364709543
22,306,0.09567480409047546,0.11236019577986114,0.10103905951134423,0.09038662197499904,0.09276723625461332,0.09314345552033404,0.13279479408131975,0.08940924700897837,0.09809840984590028,0.09432617593217428
23,282,0.1098512114645606,0.10615988152636573,0.10080531447923163,0.09900774633233894,0.11960928266806176,0.0956383490897719,0.09566767999820508,0.08528349772500131,0.09243609370988448,0.09554094300657863
24,360,0.10632601112620638,0.09898707540675523,0.09613238671852936,0.09726243377494366,0.09636726508979708,0.10361351049656356,0.09229338641915387,0.09872428336121586,0.09649389019108397,0.1137997574157509
25,52,0.11145704845395543,0.09609749625752242,0.09238773915042968,0.10035096443155203,0.10177767842984198,0.10327833398133501,0.10028080372271636,0.09800848770256357,0.09549905978934403,0.1008623880807395
26,1608,0.09808362452557816,0.1054091494410278,0.0903780853130646,0.10412765275827376,0.10356788593920796,0.0934022157769439,0.09221659966113653,0.10329666569521333,0.11306180968045534,0.09645631120909856
27,362,0.11849706232850002,0.11630593143866247,0.09427604878884978,0.09360320913538793,0.09421195799354837,0.09871329674620401,0.09783323754808294,0.10587918256950998,0.08758008700938795,0.09309998644186657
28,966,0.09695259498751248,0.0954331791231434,0.09303919864969634,0.11387485345405625,0.10192126566953508,0.09254099552285902,0.09751126120542852,0.10802526532816392,0.09991738670248547,0.10078399935711943
29,1268,0.09971436024991977,0.10108238511946983,0.09429850530173148,0.09877328864332044,0.11820148556036195,0.09467712416498517,0.10173689603381562,0.09473467724743484,0.09762146361977088,0.09915981405919012
30,288,0.09673526704557113,0.11905794847956302,0.07894926107092631,0.09844852820263628,0.09065227389601792,0.11543949530966925,0.10073060230132523,0.1113477756260078,0.10302428149717348,0.08561456657110972
31,1092,0.1401442516217989,0.0698007878031571,0.06414214303383749,0.1396151936516562,0.12781937836779614,0.1018350013101009,0.07637698300127264,0.12058542416743992,0.06449501885936593,0.09518581818357487
32,1294,0.09353211211225808,0.0999374422578438,0.09087830040960118,0.10078096456672372,0.10645452665155004,0.1068492641278815,0.08997792862162353,0.10118186498946137,0.09817852446704417,0.1122290717960126
33,118,0.09914929943627276,0.11241580559876888,0.09335961294705963,0.09563894160627782,0.09911800627027713,0.098149735410083,0.09972455765262396,0.10539824159518202,0.10085280045652607,0.0961929990269285
34,1196,0.1065397366948246,0.10519657669524833,0.09440360295830558,0.10134293433556654,0.10260757431004036,0.09287187998565613,0.10549218439756324,0.09505441696891567,0.0977367821936665,0.09875431146021303
35,738,0.09880288322026544,0.11667852961728485,0.08897645649670742,0.07388488653853524,0.09686121990606386,0.11476652049593887,0.15045296134407002,0.0752526788070166,0.09923010383930897,0.08509375973480866
36,1870,0.09355053525444257,0.09706257208296047,0.10106573480728408,0.10114084731726958,0.09806776395420423,0.09121826717612247,0.09929612446821724,0.0973570427612106,0.10640787982429244,0.11483323235399626
37,958,0.10336856539485403,0.10334182346513343,0.08931639294565236,0.10930091403247123,0.10058184722773204,0.09562868490850472,0.10000451725439456,0.09848189269222576,0.1004118969173832,0.09956346516164856
